tconst,primaryTitle,startYear,endYear,rank,averageRating,numVotes,directors,writers,genres,IMDbLink,Title_IMDb_Link,Title,Released,Genre,Runtime,imdbRating,imdbVotes,BoxOffice
tt0056751,Doctor Who,1963,1989.0,333,8.4,40725,"Douglas Camfield, David Maloney, Christopher Barry, Michael E. Briant, Barry Letts, Derek Martinus, Richard Martin, Michael Ferguson, Peter Moffatt, Ron Jones, Pennant Roberts, Paddy Russell, Lennie Mayne, Chris Clough, Paul Bernard, Peter Grimwade, Fiona Cumming, Timothy Combe, Michael Hayes, Morris Barry, Gerald Blake, Nicholas Mallett, Mervyn Pinfield, Waris Hussein, Hugh David, Rodney Bennett, Alan Wareing, Julia Smith, Alan Bromly, George Spenton-Foster, Norman Stewart, John Black, Andrew Morgan, John Gorrie, Henric Hirsch, Gerry Mill, Tristan de Vere Cole, Michael Hart, Graeme Harper, John Crockett, Michael Leeston-Smith, Michael Imison, Bill Sellars, Rex Tucker, John Davies, Derrick Goodwin, Darrol Blake, Kenny McBain, Ken Grieve, Lovett Bickford, Terence Dudley, Paul Joyce, Mary Ridge, Matthew Robinson, Michael Kerrigan, Frank Cox, Tony Virgo, Michael Owen Morris, Sarah Hellings, Chris Chatterton, John Nathan-Turner","Donald Wilson, Robert Holmes, Terry Nation, Malcolm Hulke, David Whitaker, Bob Baker, Terrance Dicks, Dave Martin, Brian Hayles, Kit Pedler, Robert Sloman, Barry Letts, Dennis Spooner, David Fisher, Eric Saward, Mervyn Haisman, Henry Lincoln, Louis Marks, John Lucarotti, Gerry Davis, Christopher H. Bidmead, Don Houghton, Douglas Adams, Ian Stuart Black, Chris Boucher, Johnny Byrne, Peter Grimwade, Derrick Sherwin, Jane Baker, Pip Baker, Robert Banks Stewart, Anthony Read, Graham Williams, Donald Cotton, Stephen Gallagher, Christopher Bailey, Terence Dudley, Stephen Wyatt, Ben Aaronovitch, Ian Briggs, Peter R. Newman, Bill Strutton, David Ellis, Victor Pemberton, Philip Martin, Anthony Coburn, William Emms, Glyn Jones, Paul Erickson, Lesley Scott, Geoffrey Orme, Peter Ling, Lewis Greifer, John Flanagan, Andrew McCulloch, Andrew Smith, Barbara Clegg, Anthony Steven, Donald Tosh, Malcolm Kohll, Kevin Clarke, Graeme Curry, Rona Munro, Marc Platt, Eric Pringle, Glen McCoy, Paula Woolsey, Sydney Newman, Paul Joyce, C.E. Webber, Pat Dunlop, Trevor Ray, Tom Baker, Philip Hinchcliffe, Elisabeth Sladen","Adventure, Drama, Family","<a href=""https://www.imdb.com/title/tt0056751"" target=""_blank"">tt0056751</a>","<a href=""https://www.imdb.com/title/tt0056751"" target=""_blank"">Doctor Who</a>",Doctor Who,17 Mar 2006,"Adventure, Drama, Sci-Fi",45 min,8.5,"257,803",
tt0056751,Doctor Who,1963,1989.0,333,8.4,40725,"Douglas Camfield, David Maloney, Christopher Barry, Michael E. Briant, Barry Letts, Derek Martinus, Richard Martin, Michael Ferguson, Peter Moffatt, Ron Jones, Pennant Roberts, Paddy Russell, Lennie Mayne, Chris Clough, Paul Bernard, Peter Grimwade, Fiona Cumming, Timothy Combe, Michael Hayes, Morris Barry, Gerald Blake, Nicholas Mallett, Mervyn Pinfield, Waris Hussein, Hugh David, Rodney Bennett, Alan Wareing, Julia Smith, Alan Bromly, George Spenton-Foster, Norman Stewart, John Black, Andrew Morgan, John Gorrie, Henric Hirsch, Gerry Mill, Tristan de Vere Cole, Michael Hart, Graeme Harper, John Crockett, Michael Leeston-Smith, Michael Imison, Bill Sellars, Rex Tucker, John Davies, Derrick Goodwin, Darrol Blake, Kenny McBain, Ken Grieve, Lovett Bickford, Terence Dudley, Paul Joyce, Mary Ridge, Matthew Robinson, Michael Kerrigan, Frank Cox, Tony Virgo, Michael Owen Morris, Sarah Hellings, Chris Chatterton, John Nathan-Turner","Donald Wilson, Robert Holmes, Terry Nation, Malcolm Hulke, David Whitaker, Bob Baker, Terrance Dicks, Dave Martin, Brian Hayles, Kit Pedler, Robert Sloman, Barry Letts, Dennis Spooner, David Fisher, Eric Saward, Mervyn Haisman, Henry Lincoln, Louis Marks, John Lucarotti, Gerry Davis, Christopher H. Bidmead, Don Houghton, Douglas Adams, Ian Stuart Black, Chris Boucher, Johnny Byrne, Peter Grimwade, Derrick Sherwin, Jane Baker, Pip Baker, Robert Banks Stewart, Anthony Read, Graham Williams, Donald Cotton, Stephen Gallagher, Christopher Bailey, Terence Dudley, Stephen Wyatt, Ben Aaronovitch, Ian Briggs, Peter R. Newman, Bill Strutton, David Ellis, Victor Pemberton, Philip Martin, Anthony Coburn, William Emms, Glyn Jones, Paul Erickson, Lesley Scott, Geoffrey Orme, Peter Ling, Lewis Greifer, John Flanagan, Andrew McCulloch, Andrew Smith, Barbara Clegg, Anthony Steven, Donald Tosh, Malcolm Kohll, Kevin Clarke, Graeme Curry, Rona Munro, Marc Platt, Eric Pringle, Glen McCoy, Paula Woolsey, Sydney Newman, Paul Joyce, C.E. Webber, Pat Dunlop, Trevor Ray, Tom Baker, Philip Hinchcliffe, Elisabeth Sladen","Adventure, Drama, Family","<a href=""https://www.imdb.com/title/tt0056751"" target=""_blank"">tt0056751</a>","<a href=""https://www.imdb.com/title/tt0056751"" target=""_blank"">Doctor Who</a>",Doctor Who,17 Mar 2006,"Adventure, Drama, Sci-Fi",45 min,8.5,"257,803",
tt6439752,Snowfall,2017,2023.0,334,8.4,39466,"Alonso Alvarez, Ben Younger, Logan Kibens, Carl Seaton, Daniel Attias, Michael Lehmann, Sunu Gonera, Solvan Naim, John Singleton, Adil El Arbi, Bilall Fallah, Karena Evans, Katrelle N. Kindred, Damian Marcano, Kevin Rodney Sullivan, Zetna Fuentes, Meera Menon, Hiro Murai, Lawrence Trilling, Deborah Chow, Alex Graves, Clark Johnson, Erin Feeley, Tanya Hamilton, Kevin Bray, Ugla Hauksdóttir, Greg Yaitanes, Jade Holmes Christian, Amin Joseph","Eric Amadio, Dave Andron, John Singleton, Gary Phillips, Jeanine Daniels, Aaron Slavick, Natalia Mejía, Tyger Williams, Leonard Chang, Aziza Barnes, Janine Salinas Schoenberg, Ihuoma Ofordire, Tricia V. Johnson, Davon Briggs, Jessica Dube, Tatiana Suarez-Pico, Walter Mosley, Sal Calleros, Emmy Grinwis, Justin Hillian, Jerome Hairston, Davia Carter, Margaret Rose Lester, Natasha Tash Gray, Enzo Mileti, Scott Wilson, Hiram Martinez, Natalia Guled","Crime, Drama","<a href=""https://www.imdb.com/title/tt6439752"" target=""_blank"">tt6439752</a>","<a href=""https://www.imdb.com/title/tt6439752"" target=""_blank"">Snowfall</a>",Snowfall,05 Jul 2017,"Crime, Drama",44 min,8.4,"38,861",
tt0458254,The Colbert Report,2005,2014.0,335,8.4,39392,"Jim Hoskinson, Paul B. Cummings","Eric Drysdale, Stephen Colbert, Ben Karlin, Jon Stewart, Glenn Eichler, Barry Julien, Opus Moreschi, Tom Purcell, Meredith Scardino, Paul Dinello, Michael Brumm, Max Werner, Allison Silverman, Rich Dahm, Jay Katsir, Peter Gwinn, Frank Lesser, Rob Dubbin, Scott Sherman, Laura Krafft, Matt Lappin, David Javerbaum, Peter Grosz, Bryan Adams, Bobby Mort, Sam Kim, Dan Guterman, Michael Koman, Nate Charny, Karl Frankenfield","Comedy, News, Talk-Show","<a href=""https://www.imdb.com/title/tt0458254"" target=""_blank"">tt0458254</a>","<a href=""https://www.imdb.com/title/tt0458254"" target=""_blank"">The Colbert Report</a>",The Colbert Report,17 Oct 2005,"Comedy, News, Talk-Show",30 min,8.4,"39,326",
tt0373732,The Boondocks,2005,2014.0,336,8.5,38601,"Bob Hathcock, Seung Eun Kim, Kim Sung-hoon, Jae-Myung Yoo, Lesean Thomas, Dan Fausett, Anthony Bell, Young Chan Kim, Sung Dae Kim, Dae Woo Lee, Joe Horne, Kalvin Lee, Kwang Il Han, Hea Young Jung, Sean Song","Aaron McGruder, Yamara Taylor, Rodney Barnes, Andre Brooks, Jason Van Veen, Angela Nissel, Migdia Skarsgård Chinea","Action, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0373732"" target=""_blank"">tt0373732</a>","<a href=""https://www.imdb.com/title/tt0373732"" target=""_blank"">The Boondocks</a>",The Boondocks,06 Nov 2005,"Animation, Action, Comedy",27S min,8.5,"37,206",
tt0472027,John Adams,2008,2008.0,337,8.4,38411,Tom Hooper,"Michelle Ashford, Kirk Ellis, David McCullough","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt0472027"" target=""_blank"">tt0472027</a>","<a href=""https://www.imdb.com/title/tt0472027"" target=""_blank"">John Adams</a>",John Adams,16 Mar 2008,"Biography, Drama, History",31S min,8.4,"37,624",
tt0094535,Red Dwarf,1988,,338,8.4,38359,"Ed Bye, Doug Naylor, Andy De Emmony, Rob Grant, Juliet May, Paul Jackson","Rob Grant, Doug Naylor, Paul Alexander, Kim Fuller, James Hendrie, Robert Llewellyn, Richard Naylor","Comedy, Sci-Fi","<a href=""https://www.imdb.com/title/tt0094535"" target=""_blank"">tt0094535</a>","<a href=""https://www.imdb.com/title/tt0094535"" target=""_blank"">Red Dwarf</a>",Red Dwarf,29 Mar 1989,"Comedy, Sci-Fi",1 min,8.4,"38,166",
tt1526318,Borgen,2010,2022.0,340,8.5,31356,"Louise Friedberg, Jesper W. Nielsen, Mikkel Nørgaard, Annette K. Olesen, Per Fly, Mogens Hagedorn, Rumle Hammerich, Søren Kragh-Jacobsen, Jannik Johansen, Henrik Ruben Genz, Charlotte Sieling, Dagur Kári","Adam Price, Jeppe Gjervig Gram, Tobias Lindholm, Maja Jul Larsen, Emilie Lebech Kaae, Martin Lidegaard, Jannik Tai Mosholt, Maren Louise Käehne",Drama,"<a href=""https://www.imdb.com/title/tt1526318"" target=""_blank"">tt1526318</a>","<a href=""https://www.imdb.com/title/tt1526318"" target=""_blank"">Borgen</a>",Borgen,29 Oct 2011,Drama,58 min,8.5,"31,400",
tt12714854,Mumbai Diaries,2021,,341,8.5,31157,"Nikkhil Advani, Nikhil Gonsalves","Yash Chhetija, Nikkhil Advani, Nikhil Gonsalves, Anushka Mehrotra, Sanyuktha Chawla Shaikh, Persis Sodawaterwalla","Drama, Thriller","<a href=""https://www.imdb.com/title/tt12714854"" target=""_blank"">tt12714854</a>","<a href=""https://www.imdb.com/title/tt12714854"" target=""_blank"">Mumbai Diaries</a>",Mumbai Diaries,09 Sep 2021,"Drama, Thriller",N/A,8.5,"31,058",
tt10802170,The Rehearsal,2022,,342,8.5,30686,Nathan Fielder,"Nathan Fielder, Carrie Kemper, Eric Notarnicola, Adam Locke-Norton","Comedy, Documentary","<a href=""https://www.imdb.com/title/tt10802170"" target=""_blank"">tt10802170</a>","<a href=""https://www.imdb.com/title/tt10802170"" target=""_blank"">The Rehearsal</a>",The Rehearsal,15 Jul 2022,"Documentary, Comedy",N/A,8.5,"28,909",
tt1299368,Southland,2009,2013.0,343,8.5,30140,"Christopher Chulack, Nelson McCormick, J. Michael Muro, Félix Enríquez Alcalá, Allison Anders, Guy Ferland, Guy Norman Bee, Stephen Cragg, Regina King, Daniel Sackheim","Ann Biderman, Sara Gran, Heather Zuhlke, Chitra Sampath, Chad Feehan, Zack Whedon, Jonathan Lisco, Cheo Hodari Coker, John Wells, Angela Amato-Velez, Dee Johnson, Mitchell Burgess, Robin Green, Diana Son, Will Rokos, Jason Horwitch, Aaron Rahsaan Thomas, David Graziano, Nathan Louis Jackson, Etan Frankel","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt1299368"" target=""_blank"">tt1299368</a>","<a href=""https://www.imdb.com/title/tt1299368"" target=""_blank"">Southland</a>",Southland,09 Apr 2009,"Crime, Drama, Thriller",42 min,8.5,"29,645",
tt0043208,I Love Lucy,1951,1957.0,344,8.5,30061,"William Asher, James V. Kern, Marc Daniels, Ralph Levy","Bob Carroll Jr., Madelyn Davis, Jess Oppenheimer, Bob Schiller, Bob Weiskopf",Comedy,"<a href=""https://www.imdb.com/title/tt0043208"" target=""_blank"">tt0043208</a>","<a href=""https://www.imdb.com/title/tt0043208"" target=""_blank"">I Love Lucy</a>",I Love Lucy,15 Oct 1951,Comedy,30 min,8.5,"29,706",
tt0417373,The Venture Bros.,2003,2018.0,345,8.6,29536,"Christopher McCulloch, Jon Schnepp, Ki-Yong Bai, Juno John Lee, Barry J. Kelly, Ethan Marak","Christopher McCulloch, Doc Hammer, Ben Edlund","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0417373"" target=""_blank"">tt0417373</a>","<a href=""https://www.imdb.com/title/tt0417373"" target=""_blank"">The Venture Bros.</a>",The Venture Bros.,16 Feb 2003,"Animation, Action, Adventure",N/A,8.6,"29,506",
tt9398466,Delhi Crime,2019,,346,8.5,27691,"Richie Mehta, Tanuj Chopra","Richie Mehta, Manisha Alva, Toshan Lal Sahu, Ensia Mirza, Mayank Tewari, Shubhra Swarup, Virat Basoya, Bhavesh Mandalia, Sanyuktha Chawla Shaikh, Vidit Tripathi, Apoorva Bakshi, Tanuj Chopra, Anu Singh Choudhary, Michael Hogan","Crime, Drama","<a href=""https://www.imdb.com/title/tt9398466"" target=""_blank"">tt9398466</a>","<a href=""https://www.imdb.com/title/tt9398466"" target=""_blank"">Delhi Crime</a>",Delhi Crime,22 Mar 2019,"Crime, Drama",50 min,8.5,"27,723",
tt0094517,Mystery Science Theater 3000,1988,1999.0,347,8.6,27079,"Jim Mallon, Kevin Murphy, Trace Beaulieu, Vince Rodriguez, Michael J. Nelson, Joel Hodgson, Todd Ziegler","Joel Hodgson, Kevin Murphy, Michael J. Nelson, Jim Mallon, Trace Beaulieu, Bridget Jones, Paul Chaplin, Mary Jo Pehl, Frank Conniff, Colleen Henjum, Bill Corbett, J. Elvis Weinstein, Mike Dodge, David Sussman, Timothy Scott, Brian Funk, Alexandra Carr, Jann Johnson, Lisa Sheretz, Faye Burkholder, Drew Jansen, Lynn-Anne Friese, Jef Maynard, Craig Tollifson, Tom Wedor, John Carney, Mike Gandolfi, Rob Schrab, Christopher Whiting, Christopher Wurst, Steve Hollenhorst, Don Jurek, Ben Bakken","Comedy, Sci-Fi","<a href=""https://www.imdb.com/title/tt0094517"" target=""_blank"">tt0094517</a>","<a href=""https://www.imdb.com/title/tt0094517"" target=""_blank"">Mystery Science Theater 3000</a>",Mystery Science Theater 3000,10 May 1988,"Comedy, Sci-Fi",92 min,8.6,"27,034",
tt31510819,MobLand,2025,,348,8.5,26979,"Anthony Byrne, Lawrence Gough, Guy Ritchie, Daniel Syrkin","Ronan Bennett, Jez Butterworth","Crime, Drama","<a href=""https://www.imdb.com/title/tt31510819"" target=""_blank"">tt31510819</a>","<a href=""https://www.imdb.com/title/tt31510819"" target=""_blank"">MobLand</a>",MobLand,30 Mar 2025,"Crime, Drama",N/A,8.4,"36,999",
tt4156586,Permanent Roommates,2014,2023.0,349,8.6,26704,"Sameer Saxena, Shreyansh Pandey, Deepak Kumar Mishra, Biswapati Sarkar","Arunabh Kumar, Biswapati Sarkar, Shreya Srivastava, Vaibhav Suman, Nidhi Bisht","Comedy, Romance","<a href=""https://www.imdb.com/title/tt4156586"" target=""_blank"">tt4156586</a>","<a href=""https://www.imdb.com/title/tt4156586"" target=""_blank"">Permanent Roommates</a>",Permanent Roommates,29 Oct 2014,"Comedy, Romance",21 min,8.6,"26,499",
tt2433738,Wentworth,2013,2021.0,350,8.6,26201,"Kevin Carlin, Fiona Banks, Catherine Millar, Steve Jodrell, Mat King, Beck Cole, Jet Wilkinson, Roger Hodgman, Tori Garrett, Pino Amenta, Dee McLachlan, Adrian Russell Wills, Geoff Bennett, Sian Davies, Jonathan Brough, Corrie Chen","Reg Watson, Lara Radulovich, John Ridley, Pete McTighe, Marcia Gardner, Timothy Hobart, Andrew Anastasios, Kim Wilson, Adam Todd, Max Conroy, Stuart Page, Michael Lucas, Emma J. Steele, Jane Allen, Lally Katz, Giula Sandler, Samantha Winston","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt2433738"" target=""_blank"">tt2433738</a>","<a href=""https://www.imdb.com/title/tt2433738"" target=""_blank"">Wentworth</a>",Wentworth,01 May 2013,"Crime, Drama, Thriller",45 min,8.6,"25,961",
tt10332508,Primal,2019,,351,8.6,24940,Genndy Tartakovsky,"Genndy Tartakovsky, Darrick Bachman, Bryan Andrews, David Krentz, Don Shank, Nagisa Koyama, Mark Andrews","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt10332508"" target=""_blank"">tt10332508</a>","<a href=""https://www.imdb.com/title/tt10332508"" target=""_blank"">Primal</a>",Primal,07 Oct 2019,"Animation, Action, Adventure",22 min,8.6,"24,703",
tt4082744,Detectorists,2014,2022.0,352,8.6,24025,Mackenzie Crook,"Mackenzie Crook, Andrew Ellard",Comedy,"<a href=""https://www.imdb.com/title/tt4082744"" target=""_blank"">tt4082744</a>","<a href=""https://www.imdb.com/title/tt4082744"" target=""_blank"">Detectorists</a>",Detectorists,02 Oct 2014,Comedy,1 min,8.6,"23,248",
tt0129690,I'm Alan Partridge,1997,2002.0,353,8.6,23148,"Dominic Brigstocke, Armando Iannucci, Tristram Shapeero","Peter Baynham, Steve Coogan, Armando Iannucci",Comedy,"<a href=""https://www.imdb.com/title/tt0129690"" target=""_blank"">tt0129690</a>","<a href=""https://www.imdb.com/title/tt0129690"" target=""_blank"">I'm Alan Partridge</a>",I'm Alan Partridge,03 Nov 1997,Comedy,29 min,8.6,"22,274",
tt0421291,Avrupa Yakasi,2004,2009.0,354,8.6,22918,"Jale Atabey Özberk, Hakan Algül",Gülse Birsel,Comedy,"<a href=""https://www.imdb.com/title/tt0421291"" target=""_blank"">tt0421291</a>","<a href=""https://www.imdb.com/title/tt0421291"" target=""_blank"">Avrupa Yakasi</a>",Avrupa Yakasi,11 Feb 2004,Comedy,60 min,8.6,"20,696",
tt8050756,The Owl House,2020,2023.0,355,8.6,22883,"Bosook Coburn, Amelia Lorenz, Bridget Underwood, Aminder Dhaliwal, Stu Livingston, Sage Cotugno, Stephen Sandoval, Richard Bhan","Dana Terrace, Zach Marcus, John Bailey Owen, Madeleine Hernandez, Molly Ostertag, Mikki Crisostomo, Rachel Vine, Emmy Cicierega, Charley Feldman, Janae Hall, Manuel Jesse Nieto Jr., Luz Batista, Jeff Trammell","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt8050756"" target=""_blank"">tt8050756</a>","<a href=""https://www.imdb.com/title/tt8050756"" target=""_blank"">The Owl House</a>",The Owl House,10 Jan 2020,"Animation, Action, Adventure",22 min,8.6,"22,975",
tt28857177,Lucky Guy,2023,,356,8.6,22145,Sumit Kumar,"Chirag Basran, Swagger Sharma","Comedy, Drama, Fantasy","<a href=""https://www.imdb.com/title/tt28857177"" target=""_blank"">tt28857177</a>","<a href=""https://www.imdb.com/title/tt28857177"" target=""_blank"">Lucky Guy</a>",Lucky Guy,06 Sep 2023,"Comedy, Drama, Fantasy",N/A,8.7,"21,211",
tt2311418,Isler Güçler,2012,2013.0,357,8.6,21753,Selçuk Aydemir,"Selçuk Aydemir, Onay Durgun, Osman Edip Tekin, Çaglar Yurt",Comedy,"<a href=""https://www.imdb.com/title/tt2311418"" target=""_blank"">tt2311418</a>","<a href=""https://www.imdb.com/title/tt2311418"" target=""_blank"">Isler Güçler</a>",Isler Güçler,28 Jun 2012,Comedy,86 min,8.6,"21,500",
tt7278862,My Brilliant Friend,2018,2024.0,358,8.6,21685,"Saverio Costanzo, Laura Bispuri, Daniele Luchetti, Alice Rohrwacher","Saverio Costanzo, Elena Ferrante, Laura Paolucci, Francesco Piccolo, Mirko Cetrangolo",Drama,"<a href=""https://www.imdb.com/title/tt7278862"" target=""_blank"">tt7278862</a>","<a href=""https://www.imdb.com/title/tt7278862"" target=""_blank"">My Brilliant Friend</a>",My Brilliant Friend,18 Nov 2018,Drama,1 min,8.6,"20,674",
tt0988818,Gintama,2005,2021.0,359,8.7,18400,"Chizuru Miyawaki, Yôichi Fujita, Shinji Takamatsu, Migmi, Kei Umabiki","Hideaki Sorachi, Taku Kishimoto, Tomoharu Fujita, Tomohiko Osuki","Action, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0988818"" target=""_blank"">tt0988818</a>","<a href=""https://www.imdb.com/title/tt0988818"" target=""_blank"">Gintama</a>",Gintama,04 Apr 2006,"Animation, Action, Comedy",N/A,8.7,"17,688",
tt15295490,Campus Diaries,2022,,360,8.7,17691,Prem Mistry,"Abhishek Yadav, Prem Mistry, Devanshi Shah, Talha Siddiqui, Gaganjeet Singh","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt15295490"" target=""_blank"">tt15295490</a>","<a href=""https://www.imdb.com/title/tt15295490"" target=""_blank"">Campus Diaries</a>",Campus Diaries,07 Jan 2022,"Comedy, Drama, Romance",N/A,8.8,"17,200",
tt3212600,Mahabharat,2013,2014.0,361,9.0,12962,"Amar Preet Chhabra, Mukesh Kumar Singh, Amarpreet G.S. Chhabra, Siddharth Anand Kumar, Kamal Monga, Loknath Pandey","Siddharth Kumar Tewary, Neha Kothari, Vedavyas, Radhika Anand, Mihir Bhuta, Sharmin Joseph, Salim Khan, Ratish Marulkar, Devdutt Pattanaik, Bharti Sharma, Anand S. Vardhan, Promita Bhattacharya","Drama, History, War","<a href=""https://www.imdb.com/title/tt3212600"" target=""_blank"">tt3212600</a>","<a href=""https://www.imdb.com/title/tt3212600"" target=""_blank"">Mahabharat</a>",Mahabharat,02 Oct 1988,"Action, Adventure, Drama",45 min,9.0,"23,756",
tt3212600,Mahabharat,2013,2014.0,361,9.0,12962,"Amar Preet Chhabra, Mukesh Kumar Singh, Amarpreet G.S. Chhabra, Siddharth Anand Kumar, Kamal Monga, Loknath Pandey","Siddharth Kumar Tewary, Neha Kothari, Vedavyas, Radhika Anand, Mihir Bhuta, Sharmin Joseph, Salim Khan, Ratish Marulkar, Devdutt Pattanaik, Bharti Sharma, Anand S. Vardhan, Promita Bhattacharya","Drama, History, War","<a href=""https://www.imdb.com/title/tt3212600"" target=""_blank"">tt3212600</a>","<a href=""https://www.imdb.com/title/tt3212600"" target=""_blank"">Mahabharat</a>",Mahabharat,02 Oct 1988,"Action, Adventure, Drama",45 min,9.0,"23,756",
tt7923710,My Mister,2018,2018.0,362,9.0,12848,Kim Won-seok,Park Hae Young,"Drama, Family","<a href=""https://www.imdb.com/title/tt7923710"" target=""_blank"">tt7923710</a>","<a href=""https://www.imdb.com/title/tt7923710"" target=""_blank"">My Mister</a>",My Mister,03 Nov 2020,"Drama, Family",1 min,9.0,"11,606",
tt1520211,The Walking Dead,2010,2022.0,363,8.1,1144139,"Greg Nicotero, Michael E. Satrazemis, David Boyd, Ernest R. Dickerson, Guy Ferland, Billy Gierhart, Laura Belsey, Jeffrey F. January, Michael Cudlitz, Sharat Raju, Michelle MacLaren, Tricia Brock, Seith Mann, Michael Slovis, Rosemary Rodriguez, Alrick Riley, Dan Liu, Gwyneth Horder-Payton, Daniel Sackheim, Julius Ramsay, Jennifer Lynch, Kari Skogland, Larry Teng, Daisy von Scherler Mayer, Kevin Dowling, Frederick E.O. Toye, Jon Amiel, Tawnia McKiernan, Frank Darabont, Johan Renck, Phil Abraham, Daniel Attias, Clark Johnson, Lesli Linka Glatter, Jeremy Podeswa, Stefan Schwartz, Michael Uppendahl, Larysa Kondracki, Stephen Williams, Avi Youabian, Darnell Martin, John Polson, John Dahl, Meera Menon, Millicent Shelton, Liesl Tommy, Bronwen Hughes, Karen Gaviola, Lily Mariye, Catriona McKenzie, Marcus Stokes, Rose Troche, Aisha Tyler, Loren Yaconelli","Charlie Adlard, Frank Darabont, Robert Kirkman, Tony Moore, Angela Kang, Geraldine Inoa, Scott M. Gimple, Matthew Negrete, Corey Reed, Vivian Tse, Channing Powell, Eddie Guzelian, David Leslie Johnson-McGoldrick, Seth Hoffman, Jim Barnes, Magali Lozano, Glen Mazzara, Kevin Deiboldt, Evan T. Reilly, Nicole Mirante-Matthews, Julia Ruchman, Erik Mountain, Nichole Beattie, Heather Bellson, Eli Jorne, Curtis Gwinn, LaToya Morgan, Charles H. Eglee, Adam Fierro, Jack LoGiudice, Sang Kyu Kim, Frank Renzulli, Ryan C. Coleman","Drama, Horror, Thriller","<a href=""https://www.imdb.com/title/tt1520211"" target=""_blank"">tt1520211</a>","<a href=""https://www.imdb.com/title/tt1520211"" target=""_blank"">The Walking Dead</a>",The Walking Dead,31 Oct 2010,"Drama, Horror, Thriller",44 min,8.1,"1,145,898",
